text,type,freq,current_candidate,surface_form,in_predictions,context
dị tật thiểu sản vành tai,CHẨN_ĐOÁN,2,Q17.2,dị tật thiểu sản vành tai,1,"Đặc điểm của triệu chứng Trả lời : Chào bạn, trước hết xin được chia sẻ về sự lo lắng đôi chút về tình trạng của bé hiện này, về tình trạng bé mắc phải là dị tật thiểu sản vành tai và tịt ống tai ngoài bẩm sinh. Rất may mắn, cấu trúc tai trong đảm nhận chức năng thần kinh thính giác của con thường vẫn phát triển tốt. Việc bé phản xạ được âm thanh là nhờ sự bù trừ tuyệt vời từ chiếc tai trái khỏe m || Mọi người cho mình xin ý kiến nhé! Trả lời : Chào bạn, trước hết xin được chia sẻ về sự lo lắng đôi chút về tình trạng của bé hiện này, về tình trạng bé mắc phải là dị tật thiểu sản vành tai và tịt ống tai ngoài bẩm sinh. Rất may mắn, cấu trúc tai trong đảm nhận chức năng thần kinh thính giác của con thường vẫn phát triển tốt."
giai đoạn giống hưng cảm,CHẨN_ĐOÁN,2,F30.9,giai đoạn giống hưng cảm,1,"Lý do nhập viện:i ý định tự tử và ý nghĩ tự bắn vào đầu Theo lời kể bệnh nhân bị trầm cảm ngày càng nặng , vài tháng trước có các giai đoạn giống hưng cảm biểu hiện bằng tăng hoạt động và giảm nhu cầu ngủ 3-4 ngày, trong vài tuần nay và có ý định tự tử. Thuốc kê đơn không dùng đều đặn x5-6 ngày, bắt đầu dùng suboxone 3 tuần trước vì rẻ hơn, dừng dùng suboxone ngày hôm qua"
giãn phế quản,CHẨN_ĐOÁN,2,J47,giãn phế quản,1,"- Tự điều trị bằng tylenol và mucinex d - Đi khám bác sĩ chăm sóc chính (PCP) vào buổi sáng ngày nhập viện - Bác sĩ PCP ghi nhận spo2 là 90-92% spo2 khi thở khí trời, 93% khi không dùng oxy || - Vợ có các triệu chứng tương tự 3 tuần trước, được chẩn đoán là giãn phế quản, phản ứng tốt với azithromycin - Tự điều trị bằng tylenol và mucinex d - Đi khám bác sĩ chăm sóc chính (PCP) vào buổi sáng ngày nhập viện"
giãn thừng tinh,CHẨN_ĐOÁN,2,I86.1,Giãn thừng tinh,1,Chào bạn. Giãn thừng tinh là một trong nhiều nguyên nhân gây vô sinh thứ phát. Với thông tin mà bạn cung cấp thì hãy đến tái khám tại BV tuyến tỉnh nơi bạn sinh sống để được bs chuyên khoa đưa ra chỉ định điều trị phẫu thuật phù hợp nhé. || Với thông tin mà bạn cung cấp thì hãy đến tái khám tại BV tuyến tỉnh nơi bạn sinh sống để được bs chuyên khoa đưa ra chỉ định điều trị phẫu thuật phù hợp nhé. Hầu hết bv tuyến tỉnh đều có thể điều trị phẫu thuật giãn thừng tinh hiệu quả. Chúc bạn nhiều sức khoẻ.
gout mạn tính,CHẨN_ĐOÁN,2,M10.9,gout mạn tính,1,"Chào bạn! Với những mô tả của bạn thì ông bạn đã bị bệnhgout, dạo gần đây không điều trị thường xuyên, và hình thành những hạt nhỏ ở vùng khớp như hình ảnh, đây là hạt tophi trong bệnh gout mạn tính. Sự hình thành hạt tophi: Khi mới hình thành hạt tophi có màu trắng, nhỏ, mềm, có thể di động."
gút,CHẨN_ĐOÁN,2,M10.9,gút,1,"Câu hỏi từ người dùng: Chào bác sĩ, ông em năm nay 70 tuổi, bị bệnh gút hai năm nay, cũng điều trị mấy tháng khỏi đau rồi không uống thuốc nữa, mà gần đây xuất hiện hạt nhỏ màu trắng trên da chỗ mấy khớp ngón tay với ngón chân. Cho em hỏi tại sao ông em bị như vậy, có bị nguy hiểm không, nhờ bác sĩ tư vấn giúp ạ?"
hội chứng thận hư,CHẨN_ĐOÁN,2,N04.9,Hội chứng thận hư,1,"Bệnh nhân nam 17 tuổi, vào viện với lý do nặng mặt, tức nặng 2 chi dưới, tiểu ít, bệnh khởi phát cách đây 1 tháng, quá trình bệnh diễn biến với các hội chứng và triệu chứng sau: Hội chứng thận hư: Phù: xuất hiện đột ngột, tiến triển nhanh, đầu tiên ở quanh 2 mi mắt, mặt, sau 1 ngày xuất hiện phù 2 chi dưới, phù tăng về sáng, sau ngủ dậy, giảm về chiều, khi ăn mặn phù tăng lên. || Chẩn đoán: Viêm cầu thận mạn - Hội chứng thận hư 3. Tiên lượng: vừa, bệnh tổn thương mạn tính, tỉ lệ tái phát cao. 4."
liệt hai chi dưới,CHẨN_ĐOÁN,2,G82.2,liệt hai chi dưới,1,1. Tiền sử bệnh - viêm tủy xương mãn tính và bàng quang thần kinh gây biến chứng liệt hai chi dưới và loét tì đè giai đoạn IV mãn tính - đặt lưu sonde tiểu gây nhiễm khuẩn đường tiết niệu tái phát Thuốc đã dùng trước đây - Đã sử dụngvancozosyn nhưng hiện tại đang dừng. Sau khi khám chuyên khoa Truyền nhiễm đang dùng bactrim để điều trị nhiễm khuẩn đường tiết niệu || Tiền sử bệnh nội khoa Các bệnh lý mãn tính: viêm tủy xương và bàng quang thần kinh có biến chứng liệt hai chi dưới 2.
loét,CHẨN_ĐOÁN,2,K27.9,loét,1,"- Nội soi (cho thấy nhiều loét tá tràng và hồi tràng) - nội soi (Viêm thực quản độ C, loét thực quản dưới 6 mm có điểm sắc tố, nhiều loét nông sạch đáy ở tá tràng và hồi tràng sớm) Thuốc trước khi nhập viện: omeprazole (vừa ngừng để làm test hơi thở h. || ều lượng chính xác. - Viêm thực quản độ C ở thực quản dưới - Loét loét thực quản 6 mm có điểm sắc tố - Nhiều loét sạch đáy loét ở tá tràng kéo dài từ hành tá tràng đến hồi tràng sớm"
lây nhiễm bệnh dại,CHẨN_ĐOÁN,2,,lây nhiễm bệnh dại,1,"Tuy nhiên các ca mắc dạng này chưa ghi nhận tại Việt Nam. - Các yếu tố có thể ảnh hưởng đến sự phát triển lây nhiễm bệnh dại bao gồm: Loại hình tiếp xúc và loại động vật cắn Mức độ nghiêm trọng của vết cắn Số lượng vi rút dại xâm nhập vào Tình trạng miễn dịch của bệnh nhân Vùng bị cắn - vết thương ở đầu và cổ, cũng như những vết thương ở các khu vực đầu mút thần kinh như ngón tay, thường có thời g || 3. Đánh giá tại bệnh viện - Các yếu tố có thể ảnh hưởng đến sự phát triển lây nhiễm bệnh dại bao gồm: Loại hình tiếp xúc và loại động vật cắn Mức độ nghiêm trọng của vết cắn - được cho aspirin 325mg"
ngoại tâm thu nhĩ,CHẨN_ĐOÁN,2,I49.9,ngoại tâm thu nhĩ,1,"Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên. - Bắt đầu dùng metoprolol 25mg po bid, không có cải thiện - Ở nhà bệnh nhân đã sử dụng atenololtrong ngày || khác - điện tâm đồ là không ghi nhận gì bất thường - monitor holter cho thấy Nhịp xoang chiếm ưu thế. Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên."
ngoại tâm thu thất,CHẨN_ĐOÁN,2,I49.3,ngoại tâm thu thất,1,"Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên. - Bắt đầu dùng metoprolol 25mg po bid, không có cải thiện - Ở nhà bệnh nhân đã sử dụng atenololtrong ngày || đồ là không ghi nhận gì bất thường - monitor holter cho thấy Nhịp xoang chiếm ưu thế. Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên."
nhiễm nấm da,CHẨN_ĐOÁN,2,B35.9,nhiễm nấm da,1,"Các yếu tố nguy cơ chính liên quan đến môi trường ẩm ướt (thời tiết nóng, quần áo ướt và chật, chứng béo phì do có nhiều nếp gấp da). Bệnh do nhiễm nấm da mà thành nên để điều trị nấm bẹn bạn phải được sử dụng thuốc kháng nấm dạng bôi hoặc dạng uống theo chỉ định của bác sĩ da liễu với liệu trình điều trị từ 1-4 tuần. Ngoài ra để giảm thiểu nguy cơ bị lây nhiễm, hoặc tái phát nấm bẹn bạn nên: • Gi"
nhiễm trùng chi dưới bên phải,CHẨN_ĐOÁN,2,L08.9,nhiễm trùng chi dưới bên phải,1,Khám thấy bị tổn thương tổn thương chi dưới nghiêm trọng. Chẩn đoán: Phẫu thuật cắt cụt chân trái bên trên gối và cắt cụt chân phải bên dưới gối / biến chứng thuyên tắc phổi hai bên - nhiễm trùng chi dưới bên phải do Enterococcus kháng vancomycin Điều trị :
nhiễm trùng huyết,CHẨN_ĐOÁN,2,A41.9,nhiễm trùng huyết,1,"2. Bệnh sử hiện tại Lý do nhập viện: sốt cao Cách ngày vào viện 2 tuần bệnh nhân đã vào viện vì hạ huyết áp và được chẩn đoán nhiễm trùng huyết điều trị bằng kháng sinh vancozosynbactrim điều trị bệnh viêm tuỷ xương. Sau đó dùng zosyn 8 ngày và dừng tất cả kháng sinh để điều trị viêm tủy xương mãn tính tại khoa Hồi sức tích cực. || Tình trạng lúc vào: Bệnh nhân tỉnh Cảm giác khát nước Da khô, nếp véo da mất chậm Không ngực, không khó thở Đau bụng, đau hông từng cơn- Hạ huyết áp Mạch nhanh Tim nhịp nhanh đều Trứng cá bắt nguồn từ bốn yếu tố chính: Tăng sản tuyến bã nhờn - Xquang ngực thẳng: không thấy thâm nhiễm Thủ thuật: - svo2 là 82 Đặt ống thông tĩnh mạch trung tâm : đo cvp là 6 Chẩn đoán: nhiễm trùng huyết đường vào tiết"
nhiễm trùng máu,CHẨN_ĐOÁN,2,A41.9,nhiễm trùng máu,1,"Tích tụ nhiều sẽ khiến cho những khối u này lớn dần lên, cản trở vận động. Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành - Bệnh nhân xơ gan mất bù có tăng áp lực tĩnh mạch cửa, cổ trướng và tràn dịch màng phổi. || Tích tụ nhiều sẽ khiến cho những khối u này lớn dần lên, cản trở vận động. Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành Có những trường hợp acid uric tron hạt tophi giải phóng vào máu gây cơn gout cấp, đau các khớp rất nhiều."
nhiễm trùng nhiễm trùng răng miệng,CHẨN_ĐOÁN,2,K04.7,nhiễm trùng nhiễm trùng răng miệng,1,"- Phủ nhận các bệnh nền lớn tiền sử bệnh hoặc triệu chứng nào khác ngoại trừ nhiễm trùng nhiễm trùng răng miệng gần đây cần dùng kháng sinh. - Phủ nhận tiền sử bị tai biến mạch máu não hoặc co giật. Triệu chứng khi nhập viện || - không thể tự đứng dậy do yếu sức chân phải. - không thể chịu lực ở chân phải, liên tục khuỵu chân. - tỉnh chậm, phản xạ kém."
nhiễm virus,CHẨN_ĐOÁN,2,B34.9,nhiễm virus,1,"Nhiều chuyên gia đưa ra các giả thuyết: Các yếu tố nghi ngờ liên quan: • Nhiễm khuẩn – nhiễm virus hoặc độc tố vi khuẩn. • Phản ứng miễn dịch bất thường ở trẻ có cơ địa nhạy cảm. || Tiền sử dịch tễ: Trong đơn vị có 3 người mang virus viêm gan B. Hiện tại ngày thứ 7 sau khi vào viện: mệt mỏi hết, vàng da giảm nhẹ, ăn ngủ được, đánh răng không chảy máu, tiểu tiện 1000ml/24h, nước tiểu vàng nhẹ, đại tiện phân thành khuôn. Không xuất hiện thêm triệu chứng gì 2/ Chẩn đoán:"
nhiễm virus herpes simplex,CHẨN_ĐOÁN,2,B00.9,Nhiễm virus Herpes simplex,1,chúng cho đến khi được bác sĩ Truyền nhiễm khám 3. Đánh giá tại bệnh viện Các phát hiện chẩn đoán khác: Lo ngại về Nhiễm virus Herpes simplex (HSV) hoặc Bệnh thủy đậu/Zona (do Varicella Zoster Virus)
nhịp xoang,CHẨN_ĐOÁN,2,I49.8,Nhịp xoang,1,"- monitor holter cho thấy Nhịp xoang chiếm ưu thế. Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên. - Bắt đầu dùng metoprolol 25mg po bid, không có cải thiện || ng chú ý Các kết quả chẩn đoán khác - điện tâm đồ là không ghi nhận gì bất thường - monitor holter cho thấy Nhịp xoang chiếm ưu thế. Ghi nhận ngoại tâm thu nhĩ và ngoại tâm thu thất xuất hiện thường xuyên."
nhồi máu,CHẨN_ĐOÁN,2,I21.9,nhồi máu,1,Men tim • Troponin I/T ↑ (chẩn đoán nhồi máu) • CK-MB ↑ || • Giảm đau • Ngăn nhồi máu • Cải thiện tưới máu tim
não úng thuỷ,CHẨN_ĐOÁN,2,G91.9,não úng thuỷ,1,- Được bác sĩ nhãn khoa khám trong quá trình nhập viện đó và không phát hiện phù gai thị. Bệnh lý mãn tính: não úng thuỷ khác từ thời kỳ sơ sinh Tiền sử phẫu thuật / thủ thuật
phình giãn động mạch vành,CHẨN_ĐOÁN,2,,phình giãn động mạch vành,1,"• Giới tính: Trẻ trai mắc bệnh nhiều hơn trẻ gái. • Đặc điểm nguy hiểm: Giai đoạn đầu có thể chưa quá nghiêm trọng, nhưng nếu không điều trị kịp thời, bệnh có thể dẫn đến viêm tim, phình giãn động mạch vành, đột tử, nhồi máu cơ tim, hoặc hẹp tắc mạch vành gây suy tim về sau. Tóm lại: Kawasaki là bệnh viêm mạch máu nguy hiểm, cần phát hiện sớm để tránh biến chứng nặng. || • Nhồi máu cơ tim • Suy vành mạn tính Khoảng 25–30% trẻ không điều trị đúng cách sẽ bị biến chứng này. Biến chứng khác:"
phù phổi cấp,CHẨN_ĐOÁN,2,J81,phù phổi cấp,1,"Bệnh nhân nữ 81 tuổi, vào viện vì khó thở, tiền sử: stent mạch vành - suy tim - tăng huyết áp - HoHL điêu trị ngoại trú không rõ đơn Bệnh sử: Cách vào viện 1 tuần bệnh nhân xuất hiện khó thở tăng lên, NYHA III-IV, mệt mỏi nhiều, không sốt, không đau bụng. Bệnh nhân đi khám tuyến dưới chẩn đoán phù phổi cấp - suy tim - stent mạch vành - tăng huyết áp - HoHL, hiện nay bệnh nhân còn khó thở vừa, bệnh || Tăng áp lực động mạch phổi nhẹ Chẩn đoán: Phù phổi cấp - Suy tim - Stent mạch vành - Tăng huyết áp Xử trí :"
rll pna,CHẨN_ĐOÁN,2,J18.1,RLL PNA,1,ệu. - troponin âm tính x1 Kết quả chẩn đoán hình ảnh: chụp x-quang ngực được cho là viêm phổi thùy dưới phải (RLL PNA)
rối loạn chức năng thất trái,CHẨN_ĐOÁN,2,I51.9,rối loạn chức năng thất trái,1,"Câu hỏi từ người dùng : Cận lâm sàng: Kết quả chẩn đoán hình ảnh - Đo sức bền cơ tim bằng đồng vị phóng xạ kết quả có dị tật cố định vùng trước vách và vách dưới với giảm chức năng tâm thu thất trái nghiêm trọng kèm theo rối loạn chức năng thất trái. - Chụp động mạch vành cho thấy bệnh ba thân động mạch vành nghiêm trọng Các thủ thuật đã thực hiện - Chụp động mạch vành can thiệp Câu trả lời của bá || Trong vòng một năm qua bệnh nhân thi thoảng xuất hiện mệt mỏi, nhất là khi vận động gắng sức khó thở tăng. Lúc vào viện khám Bệnh nhân tỉnh - mệt mỏi - Khó thở tăng khi vận động gắng sức - Đi lại khó khăn, cần dùng gậy hỗ trợ đi lại - Đau hai bàn chân do bệnh lý thần kinh ngoại biên Cận lâm sàng: Kết quả chẩn đoán hình ảnh - Đo sức bền cơ tim bằng đồng vị phóng xạ kết quả có dị tật cố định vùng tr"
